"","RTENO","X.1","X","AOU","RTENO_AOU","MEANSpeciesTotal","MEANLogSpeciesTotal","SDDiffLogSpeciesTotal_shift","SDDiffBreeding_tmean_shift","SDDiffWinter_tmean_shift","SDDiffAnnual_tmean_shift","SDDiffLogSumBreeding_ppt_shift","SDDiffLogSumWinter_ppt_shift","SDDiffLogSumAnnual_ppt_shift","MeanBreeding_tmeanConsec_shift","MeanWinter_tmeanConsec_shift","MeanAnnual_tmeanConsec_shift","MeanLogSumBreeding_pptConsec_shift","MeanLogSumWinter_pptConsec_shift","MeanLogSumAnnual_pptConsec_shift","RTENO_Years","Years_sp.present","Included_in_BBS_migrant_list","Included_in_nonmigrants_Barnagaud","PermanentResidentSauer","StateNum","Route","Proportion_present","No.ofConsqYears","number.of.brood.per.year.x","mean.clutch.size.x","nest.location","main.habitat","log.transformed.body.mass..grams.","maximum.lifespan..years","English_Common_Name","Passerine","NativeSynanthropic_new","NumberofTSperAOU_p1","MEANpopulation","SDpopulation","SDtemp","MEANtemp","SDppt","MEANppt","Stan_Cent_SDDiffBreeding_tmean_shift_noNA1_30","Stan_Cent_MeanBreeding_tmeanConsec_shift_noNA1_30","Stan_Cent_SDDiffLogSumBreeding_ppt_shift_noNA1_30","Stan_Cent_MeanLogSumBreeding_pptConsec_shift_noNA1_30","Stan_Cent_SDDiffWinter_tmean_shift_noNA1_30","Stan_Cent_MeanWinter_tmeanConsec_shift_noNA1_30","Stan_Cent_SDDiffLogSumWinter_ppt_shift_noNA1_30","Stan_Cent_MeanLogSumWinter_pptConsec_shift_noNA1_30","LIFESPAN","reproduction","stan_cent_reproduction","LogofSDDiffLogSpeciesTotal_shift","HABITAT","cent_MEANLogSpeciesTotal","cent_LogofSDDiffLogSpeciesTotal_shift","cent_SDDiffAnnual_tmean_shift","cent_MeanAnnual_tmeanConsec_shift","cent_SDDiffLogSumAnnual_ppt_shift","cent_MeanLogSumAnnual_pptConsec_shift","cent_maximum.lifespan..years","Latitude","Longitude","BCR","Latitude_raw","Longitude_raw"
"13",2006,2243,2243,7030,"2006 7030",23.45714,4.444766,0.7128034,1.190134,1.736616,0.6592426,0.7166624,0.7262085,0.3280811,23.74117,5.581311,15.91221,8.300907,8.37999,10.37517,38,38,"YES","YES","YES",2,6,1,30,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,0.4048817,-0.12259,-0.6828307,0.4166564,-0.4415406,0.5596667,0.1661537,0.5159972,-0.1367971,0.2662331,-0.5103876,0.2807296,-0.1090173,0.70321,-1.120876,12,-0.05630129,-0.4884239,0,0.4166989,-0.07033522,-0.1081461,1.746627,-0.05286135,0.3143084,-4.029967,-0.469802632998913,0.14393684415007,24,34.5012877,-86.6855493
"14",2006,1834,1834,5930,"2006 5930",31,4.783719,0.6960513,1.190134,1.736616,0.6592426,0.7166624,0.7262085,0.3280811,23.74117,5.581311,15.91221,8.300907,8.37999,10.37517,38,38,"NO","YES","YES",2,6,1,30,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,0.73422234944644,-0.182391314723571,-0.68283066548103,0.416656435262325,-0.441540643895116,0.559666702267722,0.166153720594955,0.515997181555182,-0.136797054226574,0.266233091830036,-0.510387568546259,0.280729621650981,-0.109017267309241,0.703210044396975,0.922903193941424,6,-0.703167172898469,-0.522734456157901,0,0.75565188277087,-0.104645771578419,-0.108146104049534,1.7466269457428,-0.052861354977037,0.314308443581611,3.77003298655164,-0.469802632998913,0.14393684415007,24,34.5012877,-86.6855493
"15",2006,249,249,2890,"2006 2890",15.65714,2.994005,1.246395,1.190134,1.736616,0.6592426,0.7166624,0.7262085,0.3280811,23.74117,5.581311,15.91221,8.300907,8.37999,10.37517,38,38,"YES","YES","YES",2,6,1,30,3,13,"ground","open",5.135798,6.4,"Northern Bobwhite","NO",NA,278,-1.00473714748322,1.28254210279136,-0.68283066548103,0.416656435262325,-0.441540643895116,0.559666702267722,0.166153720594955,0.515997181555182,-0.136797054226574,0.266233091830036,-0.510387568546259,0.280729621650981,-0.109017267309241,0.703210044396975,-1.54011290093064,39,2.85459518401542,0.317761351052598,0,-1.03406211722913,0.73585003563208,-0.108146104049534,1.7466269457428,-0.052861354977037,0.314308443581611,-5.62996701344836,-0.469802632998913,0.14393684415007,24,34.5012877,-86.6855493
"16",2007,3182,3182,7310,"2007 7310",14.93023,3.685983,0.9227834,1.063019,1.72785,0.7519284,0.6158317,0.5656027,0.2908439,23.19432,5.387176,15.43768,8.410336,8.686081,10.51484,45,45,"YES","YES","YES",2,7,1,39,2,5.5,"tree","forest",3.068053,13.3,"Tufted Titmouse","YES","YES",466,-0.332383,0.5266338,-0.09761581,0.3034577,-0.7525758,0.8083671,-0.3915892,0.356428,-0.2916262,0.3674369,-0.5305639,0.2461313,-0.5140469,1.069707,0.2678457,11,-0.1641123,-0.115936,1,-0.3420841,0.3021527,-0.0154603,1.272097,-0.09009855,0.4539784,1.270033,-0.386565259835952,0.182715164225983,24,34.8680404,-86.2030371
"17",2007,2481,2481,7030,"2007 7030",27.53488,4.727148,0.4654163,1.063019,1.72785,0.7519284,0.6158317,0.5656027,0.2908439,23.19432,5.387176,15.43768,8.410336,8.686081,10.51484,45,45,"YES","YES","YES",2,7,1,39,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,0.6792556,-1.194467,-0.09761581,0.3034577,-0.7525758,0.8083671,-0.3915892,0.356428,-0.2916262,0.3674369,-0.5305639,0.2461313,-0.5140469,1.069707,-1.120876,12,-0.05630129,-1.103406,0,0.6990809,-0.6853173,-0.0154603,1.272097,-0.09009855,0.4539784,-4.029967,-0.386565259835952,0.182715164225983,24,34.8680404,-86.2030371
"18",2007,1492,1492,5930,"2007 5930",42.4186,5.329741,0.5828246,1.063019,1.72785,0.7519284,0.6158317,0.5656027,0.2908439,23.19432,5.387176,15.43768,8.410336,8.686081,10.51484,45,45,"NO","YES","YES",2,7,1,39,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,1.26475971040608,-0.628813519886322,-0.0976158114496209,0.303457690331543,-0.752575752141145,0.808367142554341,-0.391589235232712,0.356427998703127,-0.291626197708011,0.367436893234874,-0.530563925082556,0.246131341815456,-0.514046909782738,1.06970684546465,0.922903193941424,6,-0.703167172898469,-0.778866322582734,0,1.30167388277087,-0.360777638003252,-0.0154603040495341,1.2720969457428,-0.0900985549770371,0.45397844358161,3.77003298655164,-0.386565259835952,0.182715164225983,24,34.8680404,-86.2030371
"19",2010,2165,2165,7030,"2010 7030",14.7381,3.745533,0.9767239,1.187144,1.583793,0.6259043,0.8058011,0.5595344,0.3568541,23.42534,6.981386,16.32533,8.354143,8.54258,10.4076,43,43,"YES","YES","YES",2,10,1,36,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,-0.2745217,0.6694829,-0.8933275,0.5152059,-0.2012054,0.6174125,0.1530345,0.4238389,7.860539e-05,0.3154676,-0.8621342,0.5302477,-0.5293505,0.8978865,-1.120876,12,-0.05630129,-0.0339773,0,-0.2825341,0.3841114,-0.1414844,2.159747,-0.02408835,0.3467384,-4.029967,-0.767104005649779,0.204992749839899,29,33.1913463,-85.9258408
"20",2010,2581,2581,7180,"2010 7180",14.7619,3.573657,1.037286,1.187144,1.583793,0.6259043,0.8058011,0.5595344,0.3568541,23.42534,6.981386,16.32533,8.354143,8.54258,10.4076,43,43,"YES","YES","YES",2,10,1,36,3,4,"tree","forest",3.044522,9.2,"Carolina Wren","YES","YES",338,-0.4415235,0.8207544,-0.8933275,0.5152059,-0.2012054,0.6174125,0.1530345,0.4238389,7.860539e-05,0.3154676,-0.8621342,0.5302477,-0.5293505,0.8978865,-0.8064485,12,-0.05630129,0.05281373,1,-0.4544101,0.4709024,-0.1414844,2.159747,-0.02408835,0.3467384,-2.829967,-0.767104005649779,0.204992749839899,29,33.1913463,-85.9258408
"21",2010,663,663,4090,"2010 4090",8.833333,2.895331,1.001207,1.187144,1.583793,0.6259043,0.8058011,0.5595344,0.3568541,23.42534,6.981386,16.32533,8.354143,8.54258,10.4076,43,43,"YES","YES","YES",2,10,1,36,1,4,"tree","forest",4.143135,12.1,"Red-bellied Woodpecker","NO",NA,410,-1.10061285131078,0.731736447542242,-0.89332750931423,0.515205874719904,-0.201205356344951,0.617412497918149,0.153034486531904,0.423838938855784,7.86053894831622e-05,0.315467623550037,-0.862134241481107,0.530247671671441,-0.529350475279264,0.897886512785765,-0.0465818646784318,4,-0.918789133923553,0.00174028286479405,1,-1.13273611722913,0.419828967444276,-0.141484404049534,2.15974694574281,-0.024088354977037,0.346738443581611,0.0700329865516363,-0.767104005649779,0.204992749839899,29,33.1913463,-85.9258408
"22",2010,3053,3053,7310,"2010 7310",15.28571,3.629394,1.008433,1.187144,1.583793,0.6259043,0.8058011,0.5595344,0.3568541,23.42534,6.981386,16.32533,8.354143,8.54258,10.4076,43,43,"YES","YES","YES",2,10,1,36,2,5.5,"tree","forest",3.068053,13.3,"Tufted Titmouse","YES","YES",466,-0.3873671,0.7498194,-0.8933275,0.5152059,-0.2012054,0.6174125,0.1530345,0.4238389,7.860539e-05,0.3154676,-0.8621342,0.5302477,-0.5293505,0.8978865,0.2678457,11,-0.1641123,0.01211523,1,-0.3986731,0.4302039,-0.1414844,2.159747,-0.02408835,0.3467384,1.270033,-0.767104005649779,0.204992749839899,29,33.1913463,-85.9258408
"23",2010,1603,1603,5930,"2010 5930",26.7381,4.667202,0.6671348,1.187144,1.583793,0.6259043,0.8058011,0.5595344,0.3568541,23.42534,6.981386,16.32533,8.354143,8.54258,10.4076,43,43,"NO","YES","YES",2,10,1,36,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,0.62100965529321,-0.289085872821001,-0.89332750931423,0.515205874719904,-0.201205356344951,0.617412497918149,0.153034486531904,0.423838938855784,7.86053894831622e-05,0.315467623550037,-0.862134241481107,0.530247671671441,-0.529350475279264,0.897886512785765,0.922903193941424,6,-0.703167172898469,-0.58394979578255,0,0.63913488277087,-0.165861111203068,-0.141484404049534,2.15974694574281,-0.024088354977037,0.346738443581611,3.77003298655164,-0.767104005649779,0.204992749839899,29,33.1913463,-85.9258408
"24",2012,2550,2550,7030,"2012 7030",2.585366,1.07453,0.9587144,1.052908,1.829417,0.7077871,0.7568285,0.5142984,0.3807072,23.70244,6.781319,16.31807,8.327707,8.543572,10.41883,42,42,"YES","YES","YES",2,12,1,34,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,-2.869778,0.6226855,-0.3763224,0.513474,-0.001965039,0.637409,-0.4359533,0.5046959,-0.07512057,0.2910187,-0.2967912,0.4945922,-0.6434305,0.8990743,-1.120876,12,-0.05630129,-0.06082699,0,-2.953537,0.3572617,-0.0596016,2.152487,-0.000235255,0.3579684,-4.029967,-0.672619014168849,0.219030500389351,28,33.6076572,-85.7511714
"25",2012,3769,3769,7360,"2012 7360",25.07317,4.421961,1.364035,1.052908,1.829417,0.7077871,0.7568285,0.5142984,0.3807072,23.70244,6.781319,16.31807,8.327707,8.543572,10.41883,42,42,"NO","YES","YES",2,12,1,34,2,5.8,"tree","forest",2.351375,10.9,"Carolina Chickadee","YES","YES",195,0.3827234,1.509332,-0.3763224,0.513474,-0.001965039,0.637409,-0.4359533,0.5046959,-0.07512057,0.2910187,-0.2967912,0.4945922,-0.6434305,0.8990743,-0.3610095,11.6,-0.09942568,0.4478807,1,0.3938939,0.8659694,-0.0596016,2.152487,-0.000235255,0.3579684,-1.129967,-0.672619014168849,0.219030500389351,28,33.6076572,-85.7511714
"26",2012,2832,2832,7180,"2012 7180",10.26829,3.114955,1.151837,1.052908,1.829417,0.7077871,0.7568285,0.5142984,0.3807072,23.70244,6.781319,16.31807,8.327707,8.543572,10.41883,42,42,"YES","YES","YES",2,12,1,34,3,4,"tree","forest",3.044522,9.2,"Carolina Wren","YES","YES",338,-0.8872172,1.084152,-0.3763224,0.513474,-0.001965039,0.637409,-0.4359533,0.5046959,-0.07512057,0.2910187,-0.2967912,0.4945922,-0.6434305,0.8990743,-0.8064485,12,-0.05630129,0.2039366,1,-0.9131121,0.6220253,-0.0596016,2.152487,-0.000235255,0.3579684,-2.829967,-0.672619014168849,0.219030500389351,28,33.6076572,-85.7511714
"27",2012,1504,1504,5930,"2012 5930",17.70732,3.981258,0.600085,1.052908,1.829417,0.7077871,0.7568285,0.5142984,0.3807072,23.70244,6.781319,16.31807,8.327707,8.543572,10.41883,42,42,"NO","YES","YES",2,12,1,34,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,-0.0454816573756974,-0.555426882262262,-0.376322414146653,0.513474007634161,-0.00196503912176088,0.637408960611773,-0.435953307343584,0.504695884212473,-0.0751205721631771,0.291018677713574,-0.29679116620481,0.494592204847562,-0.643430545282533,0.899074279909462,0.922903193941424,6,-0.703167172898469,-0.736761226844424,0,-0.0468091172291296,-0.318672542264942,-0.0596016040495342,2.1524869457428,-0.000235254977037025,0.35796844358161,3.77003298655164,-0.672619014168849,0.219030500389351,28,33.6076572,-85.7511714
"28",2012,3359,3359,7310,"2012 7310",17.70732,4.016162,0.6180057,1.052908,1.829417,0.7077871,0.7568285,0.5142984,0.3807072,23.70244,6.781319,16.31807,8.327707,8.543572,10.41883,42,42,"YES","YES","YES",2,12,1,34,2,5.5,"tree","forest",3.068053,13.3,"Tufted Titmouse","YES","YES",466,-0.0115675,-0.4814335,-0.3763224,0.513474,-0.001965039,0.637409,-0.4359533,0.5046959,-0.07512057,0.2910187,-0.2967912,0.4945922,-0.6434305,0.8990743,0.2678457,11,-0.1641123,-0.694308,1,-0.01190512,-0.2762193,-0.0596016,2.152487,-0.000235255,0.3579684,1.270033,-0.672619014168849,0.219030500389351,28,33.6076572,-85.7511714
"29",2012,793,793,4090,"2012 4090",6.756098,2.553526,0.9506817,1.052908,1.829417,0.7077871,0.7568285,0.5142984,0.3807072,23.70244,6.781319,16.31807,8.327707,8.543572,10.41883,42,42,"YES","YES","YES",2,12,1,34,1,4,"tree","forest",4.143135,12.1,"Red-bellied Woodpecker","NO",NA,410,-1.43272460260068,0.601528429116053,-0.376322414146653,0.513474007634161,-0.00196503912176088,0.637408960611773,-0.435953307343584,0.504695884212473,-0.0751205721631771,0.291018677713574,-0.29679116620481,0.494592204847562,-0.643430545282533,0.899074279909462,-0.0465818646784318,4,-0.918789133923553,-0.0729657051133055,1,-1.47454111722913,0.345122979466176,-0.0596016040495342,2.1524869457428,-0.000235254977037025,0.35796844358161,0.0700329865516363,-0.672619014168849,0.219030500389351,28,33.6076572,-85.7511714
"30",2013,2111,2111,7030,"2013 7030",32.13158,4.949753,0.4723911,1.208956,1.648602,0.6931636,0.7084099,0.5032391,0.2900045,23.39563,6.820391,16.11888,8.384345,8.612563,10.46694,40,40,"YES","YES","YES",2,13,1,32,3,4,"shrub","shrub",3.89182,8,"Northern Mockingbird","YES","YES",591,0.8955478,-1.157063,-0.4686547,0.4659574,-0.7595871,0.723075,0.2487391,0.4151697,-0.1494691,0.3433995,-0.7129659,0.5015555,-0.6713208,0.9816804,-1.120876,12,-0.05630129,-1.081946,0,0.9216859,-0.6638573,-0.0742251,1.953297,-0.09093795,0.4060784,-4.029967,-0.626310438284179,0.189760038400934,28,33.8116977,-86.1153789
"31",2013,1829,1829,5930,"2013 5930",32.63158,4.95348,0.4597939,1.208956,1.648602,0.6931636,0.7084099,0.5032391,0.2900045,23.39563,6.820391,16.11888,8.384345,8.612563,10.46694,40,40,"NO","YES","YES",2,13,1,32,2,3,"shrub","shrub",3.806662,15.8,"Northern Cardinal","YES","YES",854,0.899169096892276,-1.22502899139117,-0.468654674513703,0.465957395401505,-0.759587097512487,0.723075017618926,0.248739079636675,0.415169650344246,-0.149469062916195,0.343399499104313,-0.712965921750212,0.501555524134314,-0.671320847656464,0.981680370263181,0.922903193941424,6,-0.703167172898469,-1.1209407686706,0,0.92541288277087,-0.702852084091118,-0.0742251040495342,1.9532969457428,-0.090937954977037,0.40607844358161,3.77003298655164,-0.626310438284179,0.189760038400934,28,33.8116977,-86.1153789
"32",2013,3151,3151,7310,"2013 7310",10.89474,3.142832,0.9070398,1.208956,1.648602,0.6931636,0.7084099,0.5032391,0.2900045,23.39563,6.820391,16.11888,8.384345,8.612563,10.46694,40,40,"YES","YES","YES",2,13,1,32,2,5.5,"tree","forest",3.068053,13.3,"Tufted Titmouse","YES","YES",466,-0.8601307,0.4833633,-0.4686547,0.4659574,-0.7595871,0.723075,0.2487391,0.4151697,-0.1494691,0.3433995,-0.7129659,0.5015555,-0.6713208,0.9816804,0.2678457,11,-0.1641123,-0.1407622,1,-0.8852351,0.2773265,-0.0742251,1.953297,-0.09093795,0.4060784,1.270033,-0.626310438284179,0.189760038400934,28,33.8116977,-86.1153789
